name;main_category;sub_category;image;link;ratings;no_of_ratings;discount_price;actual_price;brand
24 Mantra Organic Bajra Flour/Pearl Millet Flour/Sajjalu - 500gms | Pack of 1 | Chemical Free & Pesticides Free | Naturall...;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71LtAovHIsL._AC_UL320_.jpg;https://www.amazon.in/24-Mantra-Organic-Bajra-Millet/dp/B00L925YBS/ref=sr_1_840?qid=1679216187&s=grocery&sr=1-840;4.3;2490.0;50.0;55.0;24
Brij Gwala Desi Cow Ghee |Made Traditionally from Curd |Pure Cow Ghee for Better Digestion and Immunity | 1Ltr TetraPack;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/61ctpFYqLTL._AC_UL320_.jpg;https://www.amazon.in/Brij-Gwala-Pure-Desi-Ghee/dp/B07WCTFG7N/ref=sr_1_1321?qid=1679216194&s=grocery&sr=1-1321;3.4;909.0;450.0;580.0;Brij
Mangalam Camphor tab Pouch (500g Small Round, Pack of 1);grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/713lj6wLuJL._AC_UL320_.jpg;https://www.amazon.in/Mangalam-Camphor-Tablets-Aarti-Meditation/dp/B00ZR6KXUE/ref=sr_1_1322_mod_primary_new?qid=1679216194&s=grocery&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-1322;4.3;7519.0;549.0;750.0;Mangalam
Cup Noodles Veggi Manchow, 70g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/91sFWJgCLDL._AC_UL320_.jpg;https://www.amazon.in/Cup-Noodles-Veggi-Manchow-70g/dp/B00SWSOT86/ref=sr_1_1323?qid=1679216194&s=grocery&sr=1-1323;4.1;2184.0;;50.0;Cup
Parle Krackjack, 400g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/81VK59CJUXL._AC_UL320_.jpg;https://www.amazon.in/Parle-Krack-Jack-Biscuits-400g/dp/B07KSB4J3M/ref=sr_1_1324?qid=1679216194&s=grocery&sr=1-1324;4.4;1258.0;74.0;75.0;Parle
True Elements Nuts & Berries Muesli 1kg - With 14% Millets, Almonds & Cranberries | High in Fibre | 100% Wholegrain Breakf...;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/51mow6vx+HL._AC_UL320_.jpg;https://www.amazon.in/True-Elements-Crunchy-Berries-Cranberries/dp/B085WXXBSK/ref=sr_1_1325?qid=1679216194&s=grocery&sr=1-1325;4.3;2594.0;499.0;595.0;True
Cadbury Dairy Milk Bites Hazelnut, 40 g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/61xUrZc2XtL._AC_UL320_.jpg;https://www.amazon.in/Cadbury-Dairy-Milk-Bites-Hazelnut/dp/B09Z6ZC6PC/ref=sr_1_1326?qid=1679216194&s=grocery&sr=1-1326;4.4;262.0;68.0;75.0;Cadbury
LG Asafoetida Powder, 100 g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/41BRTVTgr2L._AC_UL320_.jpg;https://www.amazon.in/LG-Asafoetida-Powder-100-g/dp/B08J4GGHVL/ref=sr_1_1327?qid=1679216194&s=grocery&sr=1-1327;4.5;704.0;147.0;165.0;LG
Sleepy Owl Premium Instant Coffee Sachets | 96 gm - Pack of 48 Assorted Coffee Powder Sachets | 2g Each - Original, French...;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/61pt8-knI5L._AC_UL320_.jpg;https://www.amazon.in/Sleepy-Owl-Premium-Instant-Sachets/dp/B0BT7W84TL/ref=sr_1_1328?qid=1679216194&s=grocery&sr=1-1328;3.9;64.0;299.0;500.0;Sleepy
Cadbury Silk Valentines Potli Gift Pack, 343 g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71R-oJjH5UL._AC_UL320_.jpg;https://www.amazon.in/Cadbury-Silk-Special-Potli-343g/dp/B08BVLRZBD/ref=sr_1_1329?qid=1679216194&s=grocery&sr=1-1329;4.3;6974.0;520.0;650.0;Cadbury
Nature Prime 100% Natural Premium Mix Dry Fruits and Nuts 1 Kg [Almonds, Cashew, Kishmish, Apricot, Black Raisins,kiwi] Dr...;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/41fnPBnX5UL._AC_UL320_.jpg;https://www.amazon.in/Nature-Prime-Natural-Premium-Kishmish/dp/B0BN1VK9CF/ref=sr_1_1330?qid=1679216194&s=grocery&sr=1-1330;4.0;158.0;749.0;1499.0;Nature
Tur Dal Loose Selecta 1kg;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/81zDBFZ8OuL._AC_UL320_.jpg;https://www.amazon.in/More-Tur-Dal-Loose-500gm/dp/B07M5T6R3S/ref=sr_1_1331?qid=1679216194&s=grocery&sr=1-1331;4.2;3987.0;140.0;199.0;Tur
Mccain Veggie Burger, 360 g;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/81q6FAqIfvL._AC_UL320_.jpg;https://www.amazon.in/McCain-Veggie-Burger-360g/dp/B07FZZ6JYN/ref=sr_1_1332_f3_0g_fs?qid=1679216194&s=grocery&sr=1-1332;4.4;1993.0;114.0;135.0;Mccain
Saffola Fittify Himalayan Apple Cider Vinegar with the Mother of Vinegar - 500 ml;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/712M02gShZL._AC_UL320_.jpg;https://www.amazon.in/Saffola-Fittify-Himalayan-Unfiltered-Unpasteurized/dp/B0B2RCMPTK/ref=sr_1_1333?qid=1679216194&s=grocery&sr=1-1333;4.1;632.0;150.0;299.0;Saffola
Patanjali Saundarya Aloe Vera Gel, 150ml;grocery & gourmet foods;All Grocery & Gourmet Foods;https://m.media-amazon.com/images/I/71tdCqV6q3L._AC_UL320_.jpg;https://www.amazon.in/Patanjali-Saundarya-Aloe-Vera-150ml/dp/B071WRP912/ref=sr_1_1334?qid=1679216194&s=grocery&sr=1-1334;4.3;4205.0;88.0;100.0;Patanjali
